matched_product,anchor_store,anchor_price,comparison_store,comparison_product,comparison_price,price_diff_pkr,confidence_score_pct
"groove adult cat food, fish, 450g",Naheed (Karachi),485.0,AlFatah (Faisalabad),groove cat food adult fish 450 gm,475.0,-10.0,95.24
"dettol cool soap, 3x80g",Naheed (Karachi),370.0,Imtiaz (Karachi),dettol soap cool 80g,115.0,-255.0,95.24
morinaga bf-3 milk powder 900gm,Naheed (Karachi),6030.0,Imtiaz (Karachi),morinaga powder milk bf-1 900g,5749.0,-281.0,95.08
morinaga bf-3 milk powder 900gm,Naheed (Karachi),6030.0,Imtiaz (Karachi),morinaga powder milk bf-2 900g,5749.0,-281.0,95.08
national hyderabadi pickle 320gm,Naheed (Karachi),320.0,Metro (Lahore),national pickle hydrbadi 320g,252.14,-67.86000000000001,95.08
national hyderabadi pickle 320gm,Naheed (Karachi),320.0,Metro (Islamabad/Rawalpindi),national pickle hydrbadi 320g,252.14,-67.86000000000001,95.08
national hyderabadi pickle 320gm,Naheed (Karachi),320.0,Metro (Karachi),national pickle hydrbadi 320g,252.14,-67.86000000000001,95.08
"nestle pure life sparkling water, 250ml can",Naheed (Karachi),140.0,Metro (Karachi),nestle pure life sparkling water 250ml,130.0,-10.0,95.0
"nestle pure life sparkling water, 250ml can",Naheed (Karachi),140.0,Metro (Lahore),nestle pure life sparkling water 250ml,130.0,-10.0,95.0
"nestle pure life sparkling water, 250ml can",Naheed (Karachi),140.0,Metro (Islamabad/Rawalpindi),nestle pure life sparkling water 250ml,130.0,-10.0,95.0
mehran achar gosht masala 50g,Naheed (Karachi),130.0,Metro (Karachi),mehran achar gosht masala 50 gm,83.75,-46.25,94.92
menu tempura fish fillet 500g,Naheed (Karachi),1185.0,Metro (Islamabad/Rawalpindi),menu tempura fish fillet 500 gm,794.92,-390.08000000000004,94.92
menu tempura fish fillet 500g,Naheed (Karachi),1185.0,Metro (Karachi),menu tempura fish fillet 500 gm,794.92,-390.08000000000004,94.92
"kernelpop popcorn cheese, 90g",Naheed (Karachi),180.0,Imtiaz (Karachi),kernel pop popcorn cheese 3x90g,475.0,295.0,94.92
mehran achar gosht masala 50g,Naheed (Karachi),130.0,Metro (Islamabad/Rawalpindi),mehran achar gosht masala 50 gm,83.75,-46.25,94.92
menu tempura fish fillet 500g,Naheed (Karachi),1185.0,Metro (Lahore),menu tempura fish fillet 500 gm,794.92,-390.08000000000004,94.92
salmans blackcurrant jam 450g,Naheed (Karachi),465.0,Imtiaz (Karachi),salman's jam blackcurrant 450g,375.0,-90.0,94.92
national mixed fruit jam 440gm,Naheed (Karachi),302.0,Imtiaz (Karachi),national jam mix fruit 440g,295.0,-7.0,94.74
"american garden foul mudammas, grade a, tin, 400g",Naheed (Karachi),880.0,AlFatah (Faisalabad),american garden foul medammas grade a tin 400 gm,645.0,-235.0,94.62
happy cow sandwich slice cheese 200g,Naheed (Karachi),1385.0,Metro (Karachi),happy cow cheese slices sandwich 200 gm,931.36,-453.64,94.59
laziza kheer mix pistachio + coconut 155g,Naheed (Karachi),165.0,Imtiaz (Karachi),laziza kheer mix pista & coconut 155g,155.0,-10.0,94.59
happy cow sandwich slice cheese 200g,Naheed (Karachi),1385.0,Metro (Islamabad/Rawalpindi),happy cow cheese slices sandwich 200 gm,931.36,-453.64,94.59
happy cow sandwich slice cheese 200g,Naheed (Karachi),1385.0,Metro (Lahore),happy cow cheese slices sandwich 200 gm,931.36,-453.64,94.59
borges olive oil extra light 4000ml tin,Naheed (Karachi),17400.0,Metro (Lahore),borges extra light olive oil tin 4l,8627.12,-8772.88,94.59
borges olive oil extra light 4000ml tin,Naheed (Karachi),17400.0,Metro (Islamabad/Rawalpindi),borges extra light olive oil tin 4l,8627.12,-8772.88,94.59
borges olive oil extra light 4000ml tin,Naheed (Karachi),17400.0,Metro (Karachi),borges extra light olive oil tin 4l,8627.12,-8772.88,94.59
"kellogg's rice krispies, 430g",Naheed (Karachi),3199.0,AlFatah (Faisalabad),kelloggs rice krispies 430g,2595.0,-604.0,94.55
lurpak unsalted butter 400g,Naheed (Karachi),2499.0,Metro (Karachi),lurpak butter unsalted 400 gm,1970.0,-529.0,94.55
"nurpur butter, unsalted, 200g",Naheed (Karachi),800.0,Metro (Lahore),nurpur butter unsalted 200 gm,415.0,-385.0,94.55
lurpak unsalted butter 200g,Naheed (Karachi),1299.0,Metro (Karachi),lurpak unsalted butter 200 gm,980.0,-319.0,94.55
"nurpur butter, unsalted, 200g",Naheed (Karachi),800.0,Metro (Karachi),nurpur butter unsalted 200 gm,415.0,-385.0,94.55
mitchell's garlic paste 320g,Naheed (Karachi),475.0,Metro (Lahore),mitchell garlic paste 320gm,364.41,-110.58999999999997,94.55
lurpak unsalted butter 400g,Naheed (Karachi),2499.0,Metro (Islamabad/Rawalpindi),lurpak butter unsalted 400 gm,1970.0,-529.0,94.55
lurpak unsalted butter 200g,Naheed (Karachi),1299.0,Metro (Islamabad/Rawalpindi),lurpak unsalted butter 200 gm,980.0,-319.0,94.55
rossmorr paprika powder 25g,Naheed (Karachi),100.0,Metro (Lahore),rossmoor paprika powder 25 gm,80.5,-19.5,94.55
"nurpur butter, unsalted, 200g",Naheed (Karachi),800.0,Metro (Islamabad/Rawalpindi),nurpur butter unsalted 200 gm,415.0,-385.0,94.55
rossmorr paprika powder 25g,Naheed (Karachi),100.0,Metro (Karachi),rossmoor paprika powder 25 gm,80.5,-19.5,94.55
rossmorr paprika powder 25g,Naheed (Karachi),100.0,Metro (Islamabad/Rawalpindi),rossmoor paprika powder 25 gm,80.5,-19.5,94.55
mitchell's garlic paste 320g,Naheed (Karachi),475.0,Metro (Islamabad/Rawalpindi),mitchell garlic paste 320gm,364.41,-110.58999999999997,94.55
lurpak unsalted butter 200g,Naheed (Karachi),1299.0,Metro (Lahore),lurpak unsalted butter 200 gm,980.0,-319.0,94.55
"wah nimco mix, 200g",Naheed (Karachi),250.0,Metro (Karachi),wah mix nimko 200g,192.37,-57.629999999999995,94.44
"nivea men sensitive shaving foam, 200ml",Naheed (Karachi),2200.0,Metro (Islamabad/Rawalpindi),nivea shaving foam sensitive 200ml,1756.0,-444.0,94.44
"wah nimco mix, 200g",Naheed (Karachi),250.0,Metro (Lahore),wah mix nimko 200g,192.37,-57.629999999999995,94.44
"nivea men sensitive shaving foam, 200ml",Naheed (Karachi),2200.0,Metro (Karachi),nivea shaving foam sensitive 200ml,1756.0,-444.0,94.44
"nivea men sensitive shaving foam, 200ml",Naheed (Karachi),2200.0,Metro (Lahore),nivea shaving foam sensitive 200ml,1756.0,-444.0,94.44
"nivea men deep clean shave shaving gel, 200ml",Naheed (Karachi),3000.0,AlFatah (Faisalabad),nivea men shaving gel deep clean shave 200 ml,1495.0,-1505.0,94.38
"spontex stainless steel scourers spiral, 6-pack",Naheed (Karachi),355.0,Imtiaz (Karachi),spontex stainless steel scourers spiral 6's,643.0,288.0,94.38
happy cow burger slice cheese 200g,Naheed (Karachi),1385.0,Metro (Islamabad/Rawalpindi),happy cow cheese slices burger 200 gm,931.36,-453.64,94.29
"nivea men sensitive shaving gel, 200ml",Naheed (Karachi),3000.0,Metro (Islamabad/Rawalpindi),nivea shaving gel sensitive 200ml,2396.0,-604.0,94.29
"parodontax extra fresh toothpaste, 50g",Naheed (Karachi),210.0,Metro (Lahore),parodontax toothpaste extra fresh,184.66,-25.340000000000003,94.29
happy cow burger slice cheese 200g,Naheed (Karachi),1385.0,Metro (Lahore),happy cow cheese slices burger 200 gm,931.36,-453.64,94.29
"olper's full cream milk powder, 390g",Naheed (Karachi),1150.0,Metro (Lahore),olpers full cream milk powder 390gm,1381.36,231.3599999999999,94.29
happy cow burger slice cheese 200g,Naheed (Karachi),1385.0,Metro (Karachi),happy cow cheese slices burger 200 gm,931.36,-453.64,94.29
"nivea men sensitive shaving gel, 200ml",Naheed (Karachi),3000.0,Metro (Lahore),nivea shaving gel sensitive 200ml,2396.0,-604.0,94.29
"parodontax extra fresh toothpaste, 50g",Naheed (Karachi),210.0,Metro (Islamabad/Rawalpindi),parodontax toothpaste extra fresh,276.86,66.86000000000001,94.29
"lipton yellow label tea, 100 tea bags",Naheed (Karachi),1200.0,Imtiaz (Karachi),lipton yellow label tea bags 100's,1149.0,-51.0,94.29
"olper's full cream milk powder, 390g",Naheed (Karachi),1150.0,Metro (Karachi),olpers full cream milk powder 390gm,1381.36,231.3599999999999,94.29
"olper's full cream milk powder, 800g",Naheed (Karachi),2300.0,Metro (Lahore),olpers full cream milk powder 800gm,1288.14,-1011.8599999999999,94.29
"nivea men sensitive shaving gel, 200ml",Naheed (Karachi),3000.0,Metro (Karachi),nivea shaving gel sensitive 200ml,2396.0,-604.0,94.29
"olper's full cream milk powder, 800g",Naheed (Karachi),2300.0,Metro (Karachi),olpers full cream milk powder 800gm,1288.14,-1011.8599999999999,94.29
"parodontax extra fresh toothpaste, 50g",Naheed (Karachi),210.0,Metro (Karachi),parodontax toothpaste extra fresh,276.86,66.86000000000001,94.29
"junsui ice cool face wash with whitening, 100g",Naheed (Karachi),650.0,AlFatah (Faisalabad),junsui face wash with whitening cool 100gm,545.0,-105.0,94.25
"palmolive naturals radiant glow soap, 3 x 130g",Naheed (Karachi),419.0,Metro (Karachi),palmolive naturals soap radiant glow 130gm,102.8,-316.2,94.25
"palmolive naturals radiant glow soap, 3 x 130g",Naheed (Karachi),419.0,Metro (Lahore),palmolive naturals soap radiant glow 130gm,102.8,-316.2,94.25
"palmolive naturals radiant glow soap, 3 x 130g",Naheed (Karachi),419.0,Metro (Islamabad/Rawalpindi),palmolive naturals soap radiant glow 130gm,102.8,-316.2,94.25
rossmorr thyme leaves 10g,Naheed (Karachi),150.0,Metro (Lahore),rossmoor thyme leaves 10gm,101.69,-48.31,94.12
rossmorr thyme leaves 10g,Naheed (Karachi),150.0,Metro (Islamabad/Rawalpindi),rossmore thyme leaves 10gm,101.69,-48.31,94.12
gillette 7'o clock super stainless razor blades 5-pack,Naheed (Karachi),95.0,AlFatah (Faisalabad),gillette 7-o clock super stainless 5 blades pack,105.0,10.0,94.12
salmans strawberry jam 450g,Naheed (Karachi),465.0,Metro (Islamabad/Rawalpindi),salmans jam strwbry 450g,253.39,-211.61,94.12
"nestle cerelac wheat, 175g",Naheed (Karachi),450.0,Metro (Islamabad/Rawalpindi),nestle cerelac wheat 175 gm,340.0,-110.0,94.12
qarshi jam-e-shirin 800ml,Naheed (Karachi),550.0,Metro (Islamabad/Rawalpindi),qarshi jam-e-shireen 800ml,275.777,-274.223,94.12
lurpak salted butter 200g,Naheed (Karachi),1299.0,Metro (Lahore),lurpak salted butter 200 gm,980.0,-319.0,94.12
adam's cheddar cheese 400g,Naheed (Karachi),1150.0,Metro (Karachi),adam cheddar cheese 400gm,894.07,-255.92999999999995,94.12
adam's cheddar cheese 400g,Naheed (Karachi),1150.0,Metro (Lahore),adam cheddar cheese 400gm,894.07,-255.92999999999995,94.12
qarshi jam-e-shirin 800ml,Naheed (Karachi),550.0,Metro (Karachi),qarshi jam-e-shireen 800ml,255.78,-294.22,94.12
"lipton yellow label tea, 50 tea bags",Naheed (Karachi),600.0,Imtiaz (Karachi),lipton yellow label tea bags 50's,565.0,-35.0,94.12
qarshi jam-e-shirin 800ml,Naheed (Karachi),550.0,Metro (Lahore),qarshi jam-e-shireen 800ml,255.78,-294.22,94.12
adam's cheddar cheese 400g,Naheed (Karachi),1150.0,Metro (Islamabad/Rawalpindi),adam cheddar cheese 400gm,894.07,-255.92999999999995,94.12
salmans strawberry jam 450g,Naheed (Karachi),465.0,Metro (Lahore),salmans jam strwbry 450g,253.39,-211.61,94.12
"mitchell's chunky apricot jam, 410g",Naheed (Karachi),575.0,AlFatah (Faisalabad),mitchells chunky apricot jam 410 gm,499.0,-76.0,94.12
dalda pomace olive oil 4 litres,Naheed (Karachi),9100.0,Metro (Karachi),dalda pomace olive oil 4l,6313.56,-2786.4399999999996,94.12
"heinz sweet corn tin, 380g",Naheed (Karachi),350.0,AlFatah (Faisalabad),heinz sweet corn tin 380 gm,320.0,-30.0,94.12
lurpak salted butter 200g,Naheed (Karachi),1299.0,Metro (Islamabad/Rawalpindi),lurpak salted butter 200 gm,980.0,-319.0,94.12
lurpak salted butter 200g,Naheed (Karachi),1299.0,Metro (Karachi),lurpak salted butter 200 gm,980.0,-319.0,94.12
"nestle cerelac wheat, 175g",Naheed (Karachi),450.0,Metro (Lahore),nestle cerelac wheat 175 gm,340.0,-110.0,94.12
"zippo lighter, zippo design, 48151",Naheed (Karachi),14000.0,AlFatah (Faisalabad),zippo lighter zippo design 716248151,13000.0,-1000.0,94.12
dalda pomace olive oil 4 litres,Naheed (Karachi),9100.0,Metro (Islamabad/Rawalpindi),dalda pomace olive oil 4l,6355.93,-2744.0699999999997,94.12
"nestle cerelac wheat, 175g",Naheed (Karachi),450.0,Metro (Karachi),nestle cerelac wheat 175 gm,340.0,-110.0,94.12
dalda pomace olive oil 4 litres,Naheed (Karachi),9100.0,Metro (Lahore),dalda pomace olive oil 4l,6313.56,-2786.4399999999996,94.12
rossmorr thyme leaves 10g,Naheed (Karachi),150.0,Metro (Karachi),rossmore thyme leaves 10gm,101.69,-48.31,94.12
brite anti-bacterial detergent powder 1 kg,Naheed (Karachi),620.0,Metro (Lahore),brite anti bacterial detergent powder 1kg,461.52,-158.48000000000002,93.98
brite anti-bacterial detergent powder 1 kg,Naheed (Karachi),620.0,Metro (Islamabad/Rawalpindi),brite anti bacterial detergent powder 1kg,491.52,-128.48000000000002,93.98
"veet hair removal lotion normal skin, 120g",Naheed (Karachi),740.0,Imtiaz (Karachi),veet hair removing lotion normal skin 120g,635.0,-105.0,93.98
brite anti-bacterial detergent powder 1 kg,Naheed (Karachi),620.0,Metro (Karachi),brite anti bacterial detergent powder 1kg,500.133,-119.86700000000002,93.98
national orange marmalade 440gm,Naheed (Karachi),460.0,Metro (Islamabad/Rawalpindi),national jam orange marmalade 440 gm,233.05,-226.95,93.94
"farm fresh omega-3 eggs, 12-pack",Naheed (Karachi),420.0,AlFatah (Faisalabad),farm fresh omega 3 eggs 12 pcs pack,410.0,-10.0,93.94
national orange marmalade 440gm,Naheed (Karachi),460.0,Metro (Karachi),national jam orange marmalade 440 gm,233.05,-226.95,93.94
national orange marmalade 440gm,Naheed (Karachi),460.0,Metro (Lahore),national jam orange marmalade 440 gm,233.05,-226.95,93.94
"peek freans gluco teddy cake with strawberry filling, 31g",Naheed (Karachi),40.0,AlFatah (Faisalabad),peek freans gluco teddy cake with strawbery filling 31 gm 8p,320.0,280.0,93.91
"nestle fruita vitals sparkling apple juice can, 250ml",Naheed (Karachi),145.0,Metro (Karachi),nestle fruita vitals sparkling apple can 250ml,1241.53,1096.53,93.88
"nestle cerelac rice, 175g",Naheed (Karachi),450.0,Metro (Karachi),nestle cerelac rice 175 gm,340.0,-110.0,93.88
"dipitt oyster sauce, 300g",Naheed (Karachi),475.0,Metro (Karachi),dipitt oyster sauce 300 gm,385.59,-89.41000000000003,93.88
"dipitt tomato ketchup, 300g",Naheed (Karachi),233.0,Metro (Islamabad/Rawalpindi),dipit tomato ktchp 300g,161.02,-71.97999999999999,93.88
"dipitt tomato ketchup, 300g",Naheed (Karachi),233.0,Metro (Karachi),dipit tomato ktchp 300g,161.02,-71.97999999999999,93.88
"nestle cerelac rice, 175g",Naheed (Karachi),450.0,Metro (Lahore),nestle cerelac rice 175 gm,340.0,-110.0,93.88
salmans pizza sauce 370g,Naheed (Karachi),475.0,Imtiaz (Karachi),salman's sauce pizza 370g,399.0,-76.0,93.88
"dipitt tomato ketchup, 300g",Naheed (Karachi),233.0,Metro (Lahore),dipit tomato ktchp 300g,161.02,-71.97999999999999,93.88
"nestle fruita vitals sparkling apple juice can, 250ml",Naheed (Karachi),145.0,Metro (Islamabad/Rawalpindi),nestle fruita vitals sparkling apple can 250ml,1241.53,1096.53,93.88
"mehran chaat masala, 100g",Naheed (Karachi),180.0,Metro (Islamabad/Rawalpindi),mehran chaat masala 100 gm,92.2204,-87.7796,93.88
"dipitt oyster sauce, 300g",Naheed (Karachi),475.0,Metro (Islamabad/Rawalpindi),dipitt oyster sauce 300 gm,385.59,-89.41000000000003,93.88
"nestle cerelac rice, 175g",Naheed (Karachi),450.0,Metro (Islamabad/Rawalpindi),nestle cerelac rice 175 gm,340.0,-110.0,93.88
"shangrila garlic chilli sauce, 400g",Naheed (Karachi),278.0,Metro (Karachi),shangrila chli grlc sauce 400g,186.44,-91.56,93.75
"shangrila garlic chilli sauce, 400g",Naheed (Karachi),278.0,Metro (Islamabad/Rawalpindi),shangrila chli grlc sauce 400g,186.44,-91.56,93.75
"bragg organic apple cider vinegar, 295ml",Naheed (Karachi),1375.0,AlFatah (Faisalabad),bragg organic vinegar apple cider 295 ml,1145.0,-230.0,93.67
"menu chicken fries, 600g",Naheed (Karachi),745.0,Metro (Islamabad/Rawalpindi),menu chicken fries 600 g,695.0,-50.0,93.62
adam's pizza cheese 400g,Naheed (Karachi),1275.0,Metro (Karachi),adam pizza cheese 400gm,1025.42,-249.57999999999993,93.62
adam's pizza cheese 400g,Naheed (Karachi),1275.0,Metro (Islamabad/Rawalpindi),adam pizza cheese 400gm,1025.42,-249.57999999999993,93.62
"menu chicken fries, 600g",Naheed (Karachi),745.0,Metro (Karachi),menu chicken fries 600 g,695.0,-50.0,93.62
adam's pizza cheese 400g,Naheed (Karachi),1275.0,Metro (Lahore),adam pizza cheese 400gm,1025.42,-249.57999999999993,93.62
"menu chicken fries, 600g",Naheed (Karachi),745.0,Metro (Lahore),menu chicken fries 600 g,695.0,-50.0,93.62
coroli sunflower oil 3 litres,Naheed (Karachi),4199.0,Metro (Karachi),coroli sunflower oil 3l,4288.14,89.14000000000033,93.62
coroli sunflower oil 3 litres,Naheed (Karachi),4199.0,Metro (Lahore),coroli sunflower oil 3l,4288.14,89.14000000000033,93.62
coroli sunflower oil 3 litres,Naheed (Karachi),4199.0,Metro (Islamabad/Rawalpindi),coroli sunflower oil 3l,4288.14,89.14000000000033,93.62
"tapal family mixture jar, 440g",Naheed (Karachi),1100.0,Imtiaz (Karachi),tapal tea family mixture jar 440g,1049.0,-51.0,93.55
"veet hair removal lotion dry skin, 120g",Naheed (Karachi),740.0,Imtiaz (Karachi),veet hair removing lotion dry skin 120g,635.0,-105.0,93.51
"yuppies instant shoe shine sponge, neutral",Naheed (Karachi),700.0,Imtiaz (Karachi),yuppies instant shine sponge neutral,580.0,-120.0,93.51
lurpak salted spreadable butter tub 500g,Naheed (Karachi),2750.0,Metro (Islamabad/Rawalpindi),lurpak spreadable butter salted 500gm,2399.0,-351.0,93.51
lurpak salted spreadable butter tub 500g,Naheed (Karachi),2750.0,Metro (Lahore),lurpak spreadable butter salted 500gm,2399.0,-351.0,93.51
lurpak salted spreadable butter tub 500g,Naheed (Karachi),2750.0,Metro (Karachi),lurpak spreadable butter salted 500gm,2399.0,-351.0,93.51
"arbella spaghetti, 500g",Naheed (Karachi),399.0,Metro (Karachi),arbella spaghetti 500 gm,444.0,45.0,93.33
"dettol cool soap, 4x110g",Naheed (Karachi),560.0,Metro (Lahore),dettol soap cool 110gm,127.12,-432.88,93.33
"arbella spaghetti, 500g",Naheed (Karachi),399.0,Metro (Lahore),arbella spaghetti 500 gm,444.0,45.0,93.33
salmans mango jam 450g,Naheed (Karachi),386.0,Imtiaz (Karachi),salman's jam mango 450g,339.0,-47.0,93.33
"dettol cool soap, 4x110g",Naheed (Karachi),560.0,Metro (Islamabad/Rawalpindi),dettol soap cool 110gm,127.12,-432.88,93.33
happy home mango pudding mix 78g,Naheed (Karachi),135.0,Imtiaz (Karachi),happy home pudding mango 78g,115.0,-20.0,93.33
"arbella spaghetti, 500g",Naheed (Karachi),399.0,Metro (Islamabad/Rawalpindi),arbella spaghetti 500 gm,444.0,45.0,93.33
"dettol cool soap, 4x110g",Naheed (Karachi),560.0,Metro (Karachi),dettol soap cool 110gm,127.12,-432.88,93.33
"nestle fruita vitals red grapes gold nectar, 1 liter",Naheed (Karachi),475.0,Metro (Lahore),nestle fruita vital nectar red grapes 1 ltr,331.0,-144.0,93.18
"nestle fruita vitals red grapes gold nectar, 1 liter",Naheed (Karachi),475.0,Metro (Islamabad/Rawalpindi),nestle fruita vital nectar red grapes 1 ltr,331.0,-144.0,93.18
nestle fruita vitals chaunsa fruit nectar 200ml,Naheed (Karachi),75.0,Metro (Lahore),nestle fruita vitals chaunsa nectar 200ml,60.0,-15.0,93.18
nestle fruita vitals chaunsa fruit nectar 200ml,Naheed (Karachi),75.0,Metro (Karachi),nestle fruita vitals chaunsa nectar 200ml,60.0,-15.0,93.18
nestle fruita vitals chaunsa fruit nectar 200ml,Naheed (Karachi),75.0,Metro (Islamabad/Rawalpindi),nestle fruita vitals chaunsa nectar 200ml,50.7502,-24.2498,93.18
"pakola yum milk, ice cream flavor, 125ml",Naheed (Karachi),50.0,Imtiaz (Karachi),pakola flavour milk ice cream 125ml,45.0,-5.0,93.15
"lay's french cheese chips, 18g",Naheed (Karachi),30.0,AlFatah (Faisalabad),lays french cheese chips 18 gm,30.0,0.0,93.1
"mama sita's oyster sauce, 405g",Naheed (Karachi),1699.0,AlFatah (Faisalabad),mama sitas sauce oyster 405 gm,1395.0,-304.0,93.1
mehran pistachio kheer mix 155g,Naheed (Karachi),140.0,Imtiaz (Karachi),mehran kheer mix pista 155g,119.0,-21.0,93.1
"kryolan tv paint stick, fs36",Naheed (Karachi),5600.0,AlFatah (Faisalabad),kryolan tv paint stick fs36 25g,4121.0,-1479.0,93.1
"kryolan tv paint stick, chin",Naheed (Karachi),5600.0,AlFatah (Faisalabad),kryolan tv paint stick chin 25g,4121.0,-1479.0,93.1
"lay's french cheese chips, 45g",Naheed (Karachi),70.0,AlFatah (Faisalabad),lays french cheese chips 45 gm,70.0,0.0,93.1
"crispo spaghetti, 500g",Naheed (Karachi),230.0,Metro (Lahore),crispo spaghetti 500 gm,181.45,-48.55000000000001,93.02
"crispo spaghetti, 500g",Naheed (Karachi),230.0,Metro (Karachi),crispo spaghetti 500 gm,181.45,-48.55000000000001,93.02
"crispo spaghetti, 500g",Naheed (Karachi),230.0,Metro (Islamabad/Rawalpindi),crispo spaghetti 500 gm,181.45,-48.55000000000001,93.02
nestle fruita vitals peach fruit nectar 200ml,Naheed (Karachi),75.0,Metro (Islamabad/Rawalpindi),nestle fruita vitals peach nectar 200ml,50.7502,-24.2498,92.86
"national iodized salt, 800g",Naheed (Karachi),60.0,AlFatah (Faisalabad),national salt iodized cp 800 gm,55.0,-5.0,92.86
nestle fruita vitals guava fruit nectar 200ml,Naheed (Karachi),75.0,Metro (Lahore),nestle fruita vitals guava nectar 200ml,60.0,-15.0,92.86
nestle fruita vitals peach fruit nectar 200ml,Naheed (Karachi),75.0,Metro (Lahore),nestle fruita vitals peach nectar 200ml,60.0,-15.0,92.86
nestle fruita vitals guava fruit nectar 200ml,Naheed (Karachi),75.0,Metro (Islamabad/Rawalpindi),nestle fruita vitals guava nectar 200ml,50.7502,-24.2498,92.86
"cherry  blossom black shoe polish, 90ml",Naheed (Karachi),999.0,Metro (Karachi),cherry blossom polish black 90ml,611.34,-387.65999999999997,92.75
"cherry  blossom black shoe polish, 90ml",Naheed (Karachi),999.0,Metro (Lahore),cherry blossom polish black 90ml,618.64,-380.36,92.75
mundial extra virgin olive oil 3.0 litres,Naheed (Karachi),11999.0,Metro (Lahore),mundial extra virgin olive oil 3l,6860.17,-5138.83,92.75
"cherry  blossom black shoe polish, 90ml",Naheed (Karachi),999.0,Metro (Islamabad/Rawalpindi),cherry blossom polish black 90ml,507.64,-491.36,92.75
"ensure vanilla flavored nutritional supplement, 200g",Naheed (Karachi),1500.0,AlFatah (Faisalabad),ensure vanilla flavored nutritional supplement powder 200gm,1465.0,-35.0,92.73
nestle fruita vitals kinnow fruit nectar 1 liter,Naheed (Karachi),380.0,Metro (Islamabad/Rawalpindi),nestle fruita vitals nectar kinnow 1 ltr,238.82,-141.18,92.68
john west tuna chunks spring water 145g,Naheed (Karachi),1299.0,AlFatah (Faisalabad),john west tuna chunks in spring water 145 gm,845.0,-454.0,92.68
nestle fruita vitals kinnow fruit nectar 1 liter,Naheed (Karachi),380.0,Metro (Lahore),nestle fruita vitals nectar kinnow 1 ltr,285.0,-95.0,92.68
"spontex sponge cloths, 3-pack",Naheed (Karachi),580.0,Metro (Lahore),spontex sponge cloth 3 pcs,398.31,-181.69,92.59
"tapal family mixture, 900g",Naheed (Karachi),1650.0,Imtiaz (Karachi),tapal tea family mixture 900g,1699.0,49.0,92.59
"spontex sponge cloths, 3-pack",Naheed (Karachi),580.0,Metro (Karachi),spontex sponge cloth 3 pcs,398.31,-181.69,92.59
fauji barley porridge 250gm,Naheed (Karachi),440.0,Metro (Islamabad/Rawalpindi),fauji porridge barley 250 gm,216.1,-223.9,92.59
fauji barley porridge 250gm,Naheed (Karachi),440.0,Metro (Karachi),fauji porridge barley 250 gm,216.1,-223.9,92.59
"spontex sponge cloths, 3-pack",Naheed (Karachi),580.0,Metro (Islamabad/Rawalpindi),spontex sponge cloth 3 pcs,398.31,-181.69,92.59
"shezan mango chutney, jar, 360g",Naheed (Karachi),265.0,Metro (Lahore),shezan mango chutney 360g,202.54,-62.46000000000001,92.59
"shezan mango chutney, jar, 360g",Naheed (Karachi),265.0,Metro (Karachi),shezan mango chutney 360g,202.54,-62.46000000000001,92.59
fauji barley porridge 250gm,Naheed (Karachi),440.0,Metro (Lahore),fauji porridge barley 250 gm,216.1,-223.9,92.59
"spontex sensitive hand gloves, medium",Naheed (Karachi),425.0,Metro (Lahore),spontex sensitive gloves medium,376.0,-49.0,92.54
"spontex sensitive hand gloves, medium",Naheed (Karachi),425.0,Metro (Karachi),spontex sensitive gloves medium,376.0,-49.0,92.54
"nivea protect & care shaving gel, 200ml",Naheed (Karachi),3000.0,Metro (Lahore),nivea shaving gel protect 200ml,2396.0,-604.0,92.54
bake parlor big elbow macaroni 400gm,Naheed (Karachi),225.0,Imtiaz (Karachi),bake parlor macaroni  elbow 400g,169.0,-56.0,92.54
"spontex sensitive hand gloves, medium",Naheed (Karachi),425.0,Metro (Islamabad/Rawalpindi),spontex sensitive gloves medium,376.0,-49.0,92.54
"nivea protect & care shaving gel, 200ml",Naheed (Karachi),3000.0,Metro (Karachi),nivea shaving gel protect 200ml,2396.0,-604.0,92.54
nestle fruita vitals guava fruit nectar 1 liter,Naheed (Karachi),380.0,Metro (Lahore),nestle fruita vitals nectar guava 1 ltr,285.0,-95.0,92.5
nestle fruita vitals apple fruit nectar 1 liter,Naheed (Karachi),380.0,Metro (Lahore),nestle fruita vitals nectar apple 1 ltr,238.82,-141.18,92.5
nestle fruita vitals apple fruit nectar 1 liter,Naheed (Karachi),380.0,Metro (Islamabad/Rawalpindi),nestle fruita vitals nectar apple 1 ltr,238.82,-141.18,92.5
nestle fruita vitals guava fruit nectar 1 liter,Naheed (Karachi),380.0,Metro (Islamabad/Rawalpindi),nestle fruita vitals nectar guava 1 ltr,238.82,-141.18,92.5
"lifebuoy naturally strong onion + aloe vera strength shampoo, 370ml",Naheed (Karachi),670.0,Metro (Islamabad/Rawalpindi),lifebuoy naturally strong onion & aloe vera shampoo 370ml,658.0,-12.0,92.44
"lifebuoy naturally strong onion + aloe vera strength shampoo, 370ml",Naheed (Karachi),670.0,Metro (Karachi),lifebuoy naturally strong onion & aloe vera shampoo 370ml,658.0,-12.0,92.44
"lifebuoy naturally strong onion + aloe vera strength shampoo, 370ml",Naheed (Karachi),670.0,Metro (Lahore),lifebuoy naturally strong onion & aloe vera shampoo 370ml,658.0,-12.0,92.44
